,instant_day,dteday_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,instant_hour,dteday_hour,season_hour,yr_hour,mnth_hour,hr_hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,time_category_hour
1806,79,2011-03-20,springer,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,1047,1424,2471,1807,2011-03-20,springer,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11,24,evening
1807,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1808,2011-03-21,summer,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,2,11,13,night
1808,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1809,2011-03-21,summer,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6,7,night
1809,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1810,2011-03-21,summer,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6,night
1810,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1811,2011-03-21,summer,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1,1,night
1811,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1812,2011-03-21,summer,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1,2,night
1812,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1813,2011-03-21,summer,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30,32,morning
1813,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1814,2011-03-21,summer,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15,18,morning
1814,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1815,2011-03-21,summer,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98,morning
1815,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1816,2011-03-21,summer,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127,morning
1816,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1817,2011-03-21,summer,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45,62,morning
1817,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1818,2011-03-21,summer,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79,morning
1818,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1819,2011-03-21,summer,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56,81,afternoon
1819,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1820,2011-03-21,summer,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112,afternoon
1820,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1821,2011-03-21,summer,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65,101,afternoon
1821,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1822,2011-03-21,summer,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66,107,afternoon
1822,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1823,2011-03-21,summer,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112,141,afternoon
1823,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1824,2011-03-21,summer,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272,afternoon
1824,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1825,2011-03-21,summer,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232,276,evening
1825,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1826,2011-03-21,summer,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199,221,evening
1826,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1827,2011-03-21,summer,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106,122,evening
1827,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1828,2011-03-21,summer,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194,12,79,91,evening
1828,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1829,2011-03-21,summer,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60,78,evening
1829,80,2011-03-21,summer,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1830,2011-03-21,summer,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,8,22,30,evening
1830,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1831,2011-03-22,summer,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11,night
1831,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1832,2011-03-22,summer,0,3,1,0,2,1,1,0.42,0.4242,1.0,0.1343,6,13,19,night
1832,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1833,2011-03-22,summer,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,night
1833,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1834,2011-03-22,summer,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2,5,night
1834,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1835,2011-03-22,summer,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1,night
1835,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1836,2011-03-22,summer,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12,night
1836,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1837,2011-03-22,summer,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58,60,morning
1837,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1838,2011-03-22,summer,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132,136,morning
1838,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1839,2011-03-22,summer,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336,morning
1839,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1840,2011-03-22,summer,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178,morning
1840,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1841,2011-03-22,summer,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95,124,morning
1841,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1842,2011-03-22,summer,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86,morning
1842,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1843,2011-03-22,summer,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121,afternoon
1843,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1844,2011-03-22,summer,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106,afternoon
1844,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1845,2011-03-22,summer,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71,101,afternoon
1845,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1846,2011-03-22,summer,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79,134,afternoon
1846,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1847,2011-03-22,summer,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125,165,afternoon
1847,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1848,2011-03-22,summer,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307,afternoon
1848,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1849,2011-03-22,summer,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312,evening
1849,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1850,2011-03-22,summer,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,22,142,164,evening
1850,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1851,2011-03-22,summer,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135,evening
1851,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1852,2011-03-22,summer,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,24,63,87,evening
1852,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1853,2011-03-22,summer,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57,70,evening
1853,81,2011-03-22,summer,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,1854,2011-03-22,summer,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,4,28,32,evening
1854,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1855,2011-03-23,summer,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11,night
1855,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1856,2011-03-23,summer,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7,7,night
1856,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1857,2011-03-23,summer,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1,2,night
1857,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1858,2011-03-23,summer,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3,3,night
1858,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1859,2011-03-23,summer,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,0,10,10,night
1859,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1860,2011-03-23,summer,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43,44,morning
1860,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1861,2011-03-23,summer,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111,118,morning
1861,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1862,2011-03-23,summer,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247,261,morning
1862,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1863,2011-03-23,summer,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174,182,morning
1863,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1864,2011-03-23,summer,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60,75,morning
1864,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1865,2011-03-23,summer,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53,71,morning
1865,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1866,2011-03-23,summer,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87,afternoon
1866,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1867,2011-03-23,summer,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,14,94,108,afternoon
1867,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1868,2011-03-23,summer,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71,84,afternoon
1868,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1869,2011-03-23,summer,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74,85,afternoon
1869,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1870,2011-03-23,summer,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123,136,afternoon
1870,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1871,2011-03-23,summer,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,28,245,273,afternoon
1871,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1872,2011-03-23,summer,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,20,218,238,evening
1872,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1873,2011-03-23,summer,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159,evening
1873,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1874,2011-03-23,summer,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75,evening
1874,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1875,2011-03-23,summer,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,0,22,22,evening
1875,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1876,2011-03-23,summer,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44,evening
1876,82,2011-03-23,summer,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,1877,2011-03-23,summer,0,3,23,0,3,1,3,0.32,0.3333,0.9,0.0,2,24,26,evening
1877,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1878,2011-03-24,summer,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11,night
1878,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1879,2011-03-24,summer,0,3,1,0,4,1,2,0.3,0.2879,1.0,0.2239,0,3,3,night
1879,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1880,2011-03-24,summer,0,3,2,0,4,1,2,0.3,0.2879,1.0,0.2537,0,6,6,night
1880,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1881,2011-03-24,summer,0,3,3,0,4,1,2,0.28,0.2727,1.0,0.194,1,0,1,night
1881,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1882,2011-03-24,summer,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1,1,night
1882,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1883,2011-03-24,summer,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9,night
1883,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1884,2011-03-24,summer,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41,morning
1884,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1885,2011-03-24,summer,0,3,7,0,4,1,3,0.26,0.2576,1.0,0.2239,2,106,108,morning
1885,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1886,2011-03-24,summer,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,4,120,124,morning
1886,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1887,2011-03-24,summer,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97,morning
1887,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1888,2011-03-24,summer,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65,morning
1888,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1889,2011-03-24,summer,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71,morning
1889,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1890,2011-03-24,summer,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94,afternoon
1890,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1891,2011-03-24,summer,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101,afternoon
1891,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1892,2011-03-24,summer,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83,afternoon
1892,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1893,2011-03-24,summer,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90,afternoon
1893,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1894,2011-03-24,summer,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84,afternoon
1894,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1895,2011-03-24,summer,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233,afternoon
1895,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1896,2011-03-24,summer,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214,evening
1896,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1897,2011-03-24,summer,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138,evening
1897,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1898,2011-03-24,summer,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,evening
1898,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1899,2011-03-24,summer,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78,evening
1899,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1900,2011-03-24,summer,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62,evening
1900,83,2011-03-24,summer,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1901,2011-03-24,summer,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33,evening
1901,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1902,2011-03-25,summer,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18,night
1902,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1903,2011-03-25,summer,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5,night
1903,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1904,2011-03-25,summer,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5,night
1904,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1905,2011-03-25,summer,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2,night
1905,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1906,2011-03-25,summer,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5,night
1906,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1907,2011-03-25,summer,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9,night
1907,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1908,2011-03-25,summer,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32,morning
1908,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1909,2011-03-25,summer,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104,morning
1909,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1910,2011-03-25,summer,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237,morning
1910,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1911,2011-03-25,summer,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166,morning
1911,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1912,2011-03-25,summer,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68,morning
1912,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1913,2011-03-25,summer,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,morning
1913,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1914,2011-03-25,summer,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145,afternoon
1914,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1915,2011-03-25,summer,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138,afternoon
1915,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1916,2011-03-25,summer,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133,afternoon
1916,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1917,2011-03-25,summer,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122,afternoon
1917,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1918,2011-03-25,summer,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150,afternoon
1918,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1919,2011-03-25,summer,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225,afternoon
1919,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1920,2011-03-25,summer,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198,evening
1920,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1921,2011-03-25,summer,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135,evening
1921,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1922,2011-03-25,summer,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81,evening
1922,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1923,2011-03-25,summer,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,evening
1923,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1924,2011-03-25,summer,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43,evening
1924,84,2011-03-25,summer,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1925,2011-03-25,summer,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,evening
1925,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1926,2011-03-26,summer,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28,night
1926,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1927,2011-03-26,summer,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27,night
1927,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1928,2011-03-26,summer,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25,night
1928,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1929,2011-03-26,summer,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9,night
1929,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1930,2011-03-26,summer,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6,night
1930,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1931,2011-03-26,summer,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8,night
1931,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1932,2011-03-26,summer,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10,morning
1932,85,2011-03-26,summer,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1933,2011-03-26,summer,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41,morning
